#time1 gdp2 growth3 demand4 wages5 price6 employed7 company_capital8 consumer_capital9 interest_rate10 investments11 market_capital12 bank_capital13 total_capital14
379 544710 0.000968065 2.09425e+09 52.1374 0.857968 3827 688920 0 0.030983 691.522 22309.2 755560 1.46726e+06
378 544183 -0.000107838 2.09568e+09 51.9792 0.859573 3827 689387 0 0.0811412 778.773 22366.4 751042 1.46726e+06
377 544241 0.000756607 2.1093e+09 52.4465 0.864254 3827 693848 0 0.0311412 696.589 22460.8 750474 1.46726e+06
376 543830 0.000521144 2.11068e+09 52.512 0.865782 3827 694322 0 0.0812949 784.398 22494.4 745930 1.46726e+06
375 543547 0.000644693 2.12433e+09 52.8904 0.870978 3827 698832 0 0.0312949 702.009 22606.8 745359 1.46726e+06
374 543196 -0.00010013 2.12578e+09 52.7735 0.872338 3827 699291 0 0.0814385 790.338 22654.5 740790 1.46726e+06
373 543251 0.00089927 2.13951e+09 52.8656 0.877147 3827 703812 0 0.0314385 706.981 22748.4 740216 1.46726e+06
372 542763 0.000275878 2.14091e+09 52.8936 0.878729 3827 704292 0 0.0809678 796.129 22792.5 735623 1.46726e+06
371 542613 0.000573558 2.15463e+09 53.094 0.88375 3827 708840 0 0.0309678 712.303 22902.9 735047 1.46726e+06
370 542302 0.000452212 2.15586e+09 53.0977 0.885051 3827 709306 0 0.0811346 801.856 22932.2 730472 1.46726e+06
369 542057 0.000809932 2.16958e+09 53.2339 0.890276 3827 713852 0 0.0311346 717.563 23040.3 729957 1.46726e+06
368 541618 -4.94721e-05 2.17086e+09 53.2629 0.891719 3827 714259 0 0.0813109 807.898 23093.2 725359 1.46726e+06
367 541645 0.000780598 2.18472e+09 53.9265 0.896548 3827 718804 0 0.0313109 722.618 23188.5 724841 1.46726e+06
366 541223 0.000808678 2.18591e+09 53.9987 0.898123 3827 719226 0 0.0814807 813.699 23216.8 720219 1.46726e+06
365 540785 0.000428384 2.19983e+09 54.2235 0.90363 3827 723820 0 0.0314807 728.326 23344.6 719699 1.46726e+06
364 540554 0.000363276 2.20112e+09 54.1131 0.904813 3827 724213 0 0.0816566 819.76 23376.6 715053 1.46726e+06
363 540357 0.00115261 2.21505e+09 54.3019 0.910078 3827 728826 0 0.0316566 733.523 23471.9 714530 1.46726e+06
362 539735 0.0001735 2.21636e+09 54.1718 0.911884 3827 729254 0 0.081835 826.167 23526.5 709862 1.46726e+06
361 539642 0.00108118 2.23036e+09 54.7066 0.917024 3827 733868 0 0.031835 739.122 23618.3 709336 1.46726e+06
360 539059 0.000289318 2.23162e+09 54.555 0.918801 3827 734302 0 0.0820191 832.434 23671.1 704644 1.46726e+06
359 538903 0.000526025 2.24575e+09 54.8826 0.923953 3827 738941 0 0.0320191 744.706 23781.4 704116 1.46726e+06
358 538620 0.000429967 2.24702e+09 55.0824 0.925304 3827 739359 0 0.0822031 838.326 23816 699400 1.46726e+06
357 538388 0.000774732 2.2612e+09 55.4521 0.930711 3827 744040 0 0.0322031 750.153 23927 698870 1.46726e+06
356 537971 0.00049269 2.26247e+09 55.5935 0.932228 3827 744460 0 0.0823887 844.598 23965.2 694131 1.46726e+06
355 537706 0.000664187 2.27675e+09 55.7417 0.937675 3827 749160 0 0.0323887 755.766 24078.9 693597 1.46726e+06
354 537349 0.000567552 2.27804e+09 55.8062 0.93916 3827 749580 0 0.0825735 850.879 24110.8 688836 1.46726e+06
353 537045 0.00105574 2.29229e+09 55.9682 0.944789 3827 754309 0 0.0325735 761.5 24218 688300 1.46726e+06
352 536478 -0.000220925 2.29367e+09 56.0795 0.946473 3827 754738 0 0.0827682 857.504 24283 683515 1.46726e+06
351 536597 0.00129908 2.308e+09 56.378 0.951482 3827 759458 0 0.0327682 766.895 24363.5 682976 1.46726e+06
350 535901 0.000187679 2.30933e+09 56.2592 0.953448 3827 759916 0 0.0829651 863.824 24424.5 678169 1.46726e+06
349 535800 0.000907862 2.32377e+09 56.837 0.958745 3827 764662 0 0.0329651 772.748 24523.9 677628 1.46726e+06
348 535314 0.00035207 2.32509e+09 56.8202 0.96043 3827 765104 0 0.0831618 870.15 24570.7 672798 1.46726e+06
347 535126 0.000899542 2.33958e+09 56.6443 0.965944 3827 769888 0 0.0331618 778.551 24677.4 672254 1.46726e+06
346 534645 0.000230203 2.34092e+09 56.9539 0.967587 3827 770325 0 0.0833603 876.633 24727.4 667401 1.46726e+06
345 534522 0.000895225 2.3555e+09 57.3011 0.973042 3827 775128 0 0.0333603 784.272 24831.5 666854 1.46726e+06
344 534044 0.000450304 2.35686e+09 57.3967 0.974739 3827 775570 0 0.083565 883.114 24877 661979 1.46726e+06
343 533803 0.00105957 2.37148e+09 57.6042 0.980389 3827 780400 0 0.033565 790.193 24976.1 661430 1.46726e+06
342 533238 0.000460615 2.37275e+09 57.6487 0.982255 3827 780850 0 0.0837712 889.923 25027.4 656532 1.46726e+06
341 532993 0.000157036 2.38755e+09 57.9721 0.987836 3827 785697 0 0.0337712 796.196 25157.9 655981 1.46726e+06
340 532909 0.000863274 2.38887e+09 58.0398 0.98896 3827 786118 0 0.0839804 895.998 25176.7 651060 1.46726e+06
339 532449 0.0008842 2.40365e+09 58.1064 0.994993 3827 791020 0 0.0339804 801.964 25294 650506 1.46726e+06
338 531979 0.000479555 2.40499e+09 58.3688 0.996689 3827 791456 0 0.0841934 903 25338.2 645563 1.46726e+06
337 531724 0.000750498 2.41988e+09 58.5613 1.00249 3827 796355 0 0.0341934 808.01 25452.2 645007 1.46726e+06
336 531325 0.000847858 2.42118e+09 58.8123 1.00416 3827 796797 0 0.0844056 909.769 25481.9 640042 1.46726e+06
335 530875 0.0005679 2.4361e+09 58.8237 1.01029 3827 801732 0 0.0344056 814.291 25611.7 639483 1.46726e+06
334 530574 0.00038175 2.43745e+09 58.8054 1.01168 3827 802161 0 0.0846268 916.585 25653.6 634496 1.46726e+06
333 530371 0.000713959 2.45244e+09 59.2151 1.0174 3827 807106 0 0.0346268 820.025 25768 633935 1.46726e+06
332 529993 0.000406097 2.45387e+09 59.1687 1.01897 3827 807553 0 0.0848429 923.183 25811.4 628926 1.46726e+06
331 529778 0.0014445 2.46884e+09 59.5483 1.02487 3827 812518 0 0.0348429 826.048 25900.4 628362 1.46726e+06
330 529014 0.000276992 2.47019e+09 59.3629 1.02711 3827 812993 0 0.0850682 930.562 25972.5 623333 1.46726e+06
329 528867 0.000377286 2.48531e+09 59.7072 1.03268 3827 817950 0 0.0350682 832.342 26088.4 622767 1.46726e+06
328 528668 0.000539781 2.48673e+09 59.664 1.03411 3827 818401 0 0.0852975 936.901 26132.8 617716 1.46726e+06
327 528383 0.00122442 2.50191e+09 59.7921 1.04008 3827 823407 0 0.0352975 838.304 26228.3 617147 1.46726e+06
326 527736 0.000909134 2.50329e+09 60.3643 1.04228 3827 823880 0 0.0855242 944.305 26272.8 612075 1.46726e+06
325 527257 0.00100692 2.51844e+09 60.7442 1.04865 3827 828908 0 0.0355242 845.211 26385.9 611504 1.46726e+06
324 526727 -4.68749e-05 2.51987e+09 60.5241 1.05052 3827 829366 0 0.085759 951.768 26460.1 606410 1.46726e+06
